iteration,chain,E_init_non_centered,I_init_non_centered,H_init_non_centered,gamma_non_centered,nu_non_centered,epsilon_non_centered,rho_gene_non_centered,sigma_ww_non_centered,sigma_hosp_non_centered,Rt_params_non_centered[1],Rt_params_non_centered[2],Rt_params_non_centered[3],Rt_params_non_centered[4],Rt_params_non_centered[5],Rt_params_non_centered[6],Rt_params_non_centered[7],Rt_params_non_centered[8],Rt_params_non_centered[9],Rt_params_non_centered[10],Rt_params_non_centered[11],Rt_params_non_centered[12],w_params_non_centered[1],w_params_non_centered[2],w_params_non_centered[3],w_params_non_centered[4],w_params_non_centered[5],w_params_non_centered[6],w_params_non_centered[7],w_params_non_centered[8],w_params_non_centered[9],w_params_non_centered[10],w_params_non_centered[11],w_params_non_centered[12],lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
37,1,1.9610007405309244,1.1880557457118397,1.1462513434825952,-0.10434534407715568,0.5307819581840765,-0.3814403296122191,4.988010235818071,2.0054453757591273,1.0564576651456032,0.3214356434647819,-0.6797245919260428,0.11881337029439551,-0.36315977717929676,0.2610683693294807,-0.23082893904841886,-1.9327959698805777,-2.4262845472012384,-0.3402736880342589,-0.25852910120340233,-0.5222907558395572,-0.43910329936302156,-0.43587733610892543,3.858296521681667,0.21072374857575976,1.344037525980388,2.0905140829858726,1.3249522175636708,-0.2817490081442411,-2.400131654995311,2.4410174600392867,0.5400152286714159,0.13385114165114423,-1.9919991969025879,-437.3320504882653,127.0,1.0,0.9534601317346718,-437.3320504882653,449.20713468630333,0.11972173338563152,-0.9387733817002868,7.0,0.0,0.022158898705713265,0.022158898705713265
38,1,1.1212604911316946,0.574026459833141,0.8672386014124843,-1.3334567599239013,-0.4435029725674502,-0.4958351552483477,5.183674944302639,1.3921157158893673,1.4177427968894747,0.9640582214765824,-0.035157673490052346,-0.9448522138111995,-0.8475636456487904,0.19898273299777228,0.06640148239573057,-0.8649691215878053,-2.040616407126429,-1.0001705882879877,-0.42661078152018356,1.2796268965717814,0.4117663456602506,0.8260460924703807,4.208188422715891,0.27032470421144156,1.5014541509213908,2.0828274039746666,0.2443471482217486,-0.6544625726249195,-0.09933465102021236,2.3120871851636893,1.0805295922071263,0.31769538706374917,-0.426004237946948,-431.33892119952435,127.0,1.0,0.8229008883321591,-431.33892119952435,448.86066263390194,-0.34135437510747124,0.9691502306934581,7.0,0.0,0.022158898705713265,0.022158898705713265
39,1,1.7892948553867671,1.5388911015155022,1.1968069433400745,-0.46271703865873126,-0.5997768445958367,-0.9283971032248535,5.054452409843124,2.4939054050751617,1.167693721162005,0.8373958685601001,0.1882593779779212,-0.4735118794760873,-0.9520380093571174,-0.2791076732053144,-0.31180509162753295,0.11170083951505952,-3.0889266354353526,-1.8578956396331514,-0.7671894197539592,0.5049218000855245,-0.1697748102243803,-1.5961132176401918,3.8165213504360374,-0.18841102056833356,1.6430722023139948,1.1128893090793905,0.3514112951797164,-0.34795130881572284,-1.577121168660469,2.6133353292610813,-0.3198763493251418,0.04480791798007762,0.1355666519576506,-432.0127697354128,127.0,1.0,0.9799423015271305,-432.0127697354128,443.52088130868515,0.029632056807542995,-0.30254125640783514,7.0,0.0,0.022158898705713265,0.022158898705713265
40,1,0.6238716655974726,1.320189391749341,0.8707998349997208,0.9853735656743297,-0.31521885128381066,-0.7489570194416237,5.1559486506591865,2.3970371361321283,1.6780401256363349,0.8853677125053061,1.060690751659122,-1.2495405324691558,-1.2280671980977682,0.16326118613646684,-3.168102261447826,0.9065729240548484,-1.4283117920591335,-0.1671858697651027,-0.29238517610369097,-2.1463343688328704,-0.49111787381893046,1.5130400820195344,4.183731687552272,-0.6247220356535675,0.5119724084829639,-1.296628759888131,-0.3336490655097034,-1.1567120269115627,2.1796826812066827,0.08481989199809106,-2.096773095425567,1.960799658592191,1.521478938151694,-441.33880855187897,127.0,1.0,0.9991319606855728,-441.33880855187897,455.7198183557622,-0.30192085732403484,-0.46265640961803456,7.0,0.0,0.022158898705713265,0.022158898705713265
41,1,2.622398774593219,2.0818450994098363,0.9730057330852733,-0.6117829579882468,-0.15254211942097343,0.3672626573610621,4.942875986631068,2.4737083219767584,1.6339470027064649,0.3458246591763256,-0.204069498527812,-0.982537999652458,0.09429067880659685,-0.9309985018775355,0.08720400182636641,-1.2644280135785402,-0.6589634578183241,-2.1634102550688175,-1.3277987468097046,0.8756033014276603,0.5780172392137615,0.4183737130964731,3.666168308908329,0.28915866250855105,1.3486894444223816,0.737037754628771,1.6240932774250332,-0.09257283385278689,-1.279608422711253,0.0712294568012539,0.8613761251028995,-1.0292361497176268,-0.611273647138468,-427.0340070018926,127.0,1.0,0.9192987119347299,-427.0340070018926,453.835443622869,0.244004251455749,0.3167610869483042,7.0,0.0,0.022158898705713265,0.022158898705713265
42,1,2.685891153211257,1.6132501616130293,0.6665164266814086,-0.22588224248257965,-0.13583510038529334,-0.5697250138341782,4.968088940974985,2.6472970471531942,1.8867831267856812,0.6197874630124599,-0.15775363035589138,-1.3629248965121727,-0.1985619110801181,-0.924445050619535,1.0079716563408072,-0.7138688521373742,-0.7262583759654873,-2.5716894595874153,-1.4548707397306309,0.6571831806981313,0.12322359597046587,1.285614252253308,3.690328536612975,0.282588497837251,1.4449462004860287,0.8097240273193036,2.1415075135236528,-0.37322140192066633,-1.6147877298918667,0.6334062545992376,0.5973520653726136,0.12253864455587234,-0.727156910340245,-433.2059029833187,127.0,1.0,0.42063559312968285,-433.2059029833187,446.4218442097304,0.9753442957142511,2.6388530594774693,7.0,0.0,0.022158898705713265,0.022158898705713265
43,1,2.0526732104333845,2.1580524541660786,0.740169079209133,-0.5917303035073554,-0.40237890822605976,-0.3300404439048393,5.059345721584723,3.8237086364072272,2.02048920755426,-0.4950506325410881,-0.5443414959160762,-1.4565292990221832,0.01364094621900494,0.06546659950848582,0.9733331829898159,-1.1218472958738428,-1.7185543795025056,-2.9144033862270833,-1.060206476903254,1.0045685754073226,-0.7407993615474591,0.40508593389860775,3.842025774419842,0.41420059791482267,1.5086248286225863,0.7645127331668274,0.42724916442732297,0.8609222993408562,-0.35808259661033776,0.138204463648348,0.24456647672201934,1.342175658367964,-0.9145555075986697,-437.17096450259277,127.0,1.0,0.890506912960933,-437.17096450259277,456.73291972370237,0.33212537435116474,-1.5652765181685595,7.0,0.0,0.022158898705713265,0.022158898705713265
44,1,2.3924711313938833,2.5055554331417476,0.30473183238472684,-0.578252753820178,0.46144502115471453,-0.04117679878098477,5.040378867333122,4.186538023978308,2.903530948394757,-0.38849945370743544,-0.5491625208465701,-1.542103685979433,-0.07060448400129826,0.06606355388156675,1.2561055679739699,-1.3927665514338696,-1.849257461941466,-2.187498822626102,-1.6935162648444493,0.3251546630153907,-1.3494707628045615,0.9849494798585038,3.676811829417695,1.0407336131993152,0.848868536157702,0.7421345932748635,0.17772770309009203,0.8540947477760924,-0.13476389982520712,-0.23328645296958364,0.19975258397737042,0.3370594805454233,-0.4571759598394257,-437.0389498160496,255.0,1.0,0.7601481811146389,-437.0389498160496,458.21421819945243,-1.7035532690156288,2.901318303812616,7.0,0.0,0.022158898705713265,0.022158898705713265
45,1,1.8301129856035214,1.3263269876475225,1.0958071746165072,-0.5256969958555916,-0.24445899639364363,-1.1904816928004829,5.0971855583818995,1.810245061884177,0.874921047757416,0.405627617470963,0.4857958799792446,-0.7216856664511198,-2.0297958219749357,0.05893234426553194,1.0427519975812278,-2.631864660546123,-1.087805953511906,-2.958141026866583,-0.7603449717484486,-0.4123115109935123,-2.062876947294217,1.0453016768989614,3.780713332303574,0.17282867892891987,0.09123809464252987,0.6717057631725846,1.3687823703170818,-0.09068101482526014,-1.3325020092795035,0.821945631675435,0.2602266186669457,-0.6894491159300836,0.5392109331156009,-434.4620573631495,127.0,1.0,0.9594068355195412,-434.4620573631495,452.0315676311085,0.08303834583477965,-0.37493301641211474,7.0,0.0,0.022158898705713265,0.022158898705713265
46,1,1.4618995717954573,0.566894301051595,0.9021198655982525,-0.13295930038748865,-0.5595521859806863,0.8215680809721183,5.258324748503847,1.8305073066018898,2.442723872002284,-0.2728625142370464,-0.996160935599878,2.157566459094069,-2.337417210965056,-0.1775365621351406,-0.9640978018219429,-1.9860561999365434,0.14019138930850072,0.34874247301282935,-0.6428416078034592,0.19318343954888356,0.6133368376223537,1.6922410097847913,4.16284878641507,-0.182037910115948,-0.10170986938989385,1.0137465314609473,1.1981800102626008,1.3153758945570202,0.9536567013281299,-0.6722142570257137,0.07007331880070014,0.32293134641478854,1.617684984020412,-436.452600517543,255.0,1.0,0.9883672544677364,-436.452600517543,451.9554084434662,0.013901596061145938,-0.467781393403925,7.0,0.0,0.022158898705713265,0.022158898705713265
47,1,3.222333546637826,1.2706227900346585,0.8683311688477557,0.7263735203945407,0.1944291093250626,-0.5548604895098656,4.837790044430196,1.8426627657211032,1.0701679450579593,1.0532558657584588,0.4162913131280617,-0.9666142972433979,-0.960578897158069,0.11086445205294301,-0.46219644046759845,-0.27969487924357117,-2.5051638524592352,-1.8085917505437359,-2.216831724635149,0.9411951405545731,1.1002435222681963,-0.9909872310043474,3.536189479628836,0.4667913556924064,-2.2830610074270434,-0.5332973151048139,-1.0079631020633084,1.003009783607731,0.8073198113777614,-1.0060710576236904,0.8910981506132315,-1.0071051582228419,-0.8600427725618728,-434.0889339296509,255.0,1.0,0.9755754307802842,-434.0889339296509,453.2734027398112,-0.08652183991119955,0.5338357430583187,8.0,0.0,0.022158898705713265,0.022158898705713265
48,1,0.9216585667198116,0.6478747564349913,0.6242430382741673,-0.4602776559154588,0.8957658212074837,-0.7511384860359397,5.3761581869001045,3.693730680644448,0.5276112168584073,2.1236874824478127,0.8780743144545593,-0.3725675811868751,-1.7779457613655707,-1.2758058942176975,0.6637899534966483,0.05301032499824443,-1.878724339151947,-0.2108303551292616,-1.449556851126654,0.381654033143076,0.6768513362720453,-0.6985841673030136,4.1619399562391814,0.6132235578339076,-2.1999661628471876,1.2293685552845601,0.7356065931445546,0.6372420660853968,1.6720948974434826,-1.5403381564445455,-0.1430502389664357,-0.574998540297637,-0.6074985231135744,-435.1452429474557,255.0,1.0,0.5277763219425725,-435.1452429474557,453.29474280622526,0.3078105922611485,1.749386116521805,7.0,0.0,0.022158898705713265,0.022158898705713265
49,1,0.9139687372172449,2.6271578148039447,1.2803555702964509,-0.016261827192506184,-0.10112191286141023,-0.9707752547015577,5.168541560799938,2.3840124509636436,1.6618009004701042,0.6450997252741509,0.9060848400866843,-0.12449846859738042,-0.6696574739153159,-2.332477787259131,-1.2066887053454454,-1.1302911647750293,-1.0457852849942233,-0.839551143017572,-1.2887729741508955,0.6610740052620219,0.8738751849834641,-0.1933901025127877,3.8310238105404792,0.6810893134932309,-1.3297279058073,0.14827974943360386,-0.9852609424829065,-0.5245328310004634,1.388045916383797,-0.4029689784119919,1.287931161299482,-2.1710038157921843,0.0384109477346689,-432.30981440452814,127.0,1.0,0.9213269715482654,-432.30981440452814,448.15251801996067,0.17811543054693857,0.19106942638296687,7.0,0.0,0.022158898705713265,0.022158898705713265
50,1,1.794564479271443,0.36333628684749786,1.205102860908254,0.5508266312645836,0.977529301291016,-0.6014363387318874,5.257050762594635,2.568210746633498,1.6641946754459156,0.8683751817663615,0.528949856892672,-0.6422789413621837,-1.26357589253251,-0.9807783720202328,-0.681575887921194,0.6321489824947073,-1.4244963828740345,-2.01182185235654,-0.5324247668714597,-0.23418245594881484,0.10274395843373975,-1.69210603414622,3.8832942800522208,-0.4292435843817573,1.0918950201753497,0.495283634474856,1.6933228178228523,-0.6536528237767143,1.4167506070211997,-0.37606386611064063,-0.11308362686453081,0.7836332524168108,1.8101831917775433,-429.760385966379,255.0,1.0,0.8073941270467145,-429.760385966379,444.8572430595157,0.06685537952301956,0.5229108896164689,8.0,0.0,0.022158898705713265,0.022158898705713265
51,1,2.42249543377617,0.7515703208331083,1.280715685077365,0.201365962736299,-0.7320883790622196,0.49733337079942996,5.051990844787421,1.691746810036428,1.3231537828364035,2.5913822749067887,0.12887710300263458,0.4400381537033916,-1.5189663894359855,-1.3811905587834814,1.265035688392965,-1.0894800013883044,-0.5936435774089796,-2.199471428536689,-0.5984282530340983,-0.32983664690882875,0.15055987898855416,1.730440676103187,3.720732190578059,-0.8505089732485158,0.07192058076397541,2.286378866959928,1.0508868838307255,1.4118944832963038,0.6886097847209832,-1.4029346628161732,1.0517429517887955,0.5331697785614834,-1.0846956697334846,-432.59079087063077,255.0,1.0,0.9144573162643751,-432.59079087063077,448.07123071175056,0.05740075579473114,0.3786287899422973,7.0,0.0,0.022158898705713265,0.022158898705713265
52,1,2.1753531312939076,1.0395493047476416,1.267463063277458,-1.6590443200393623,-0.5546954164187798,0.9793127178952585,5.043642487977628,3.57398223995845,1.368642486803447,0.595640977666288,-0.40188125216259973,2.0570628454737614,-1.5168178183610133,-1.8145227759505131,-1.643712441175586,0.1437488373420385,-0.46404661724852125,-1.1143053652175994,-0.4088759780482593,-0.6635690900882911,0.5179686006370576,-0.5946555629752714,3.800435011125009,-0.9514393926611912,-0.4387337880621648,0.9871611591529774,-0.1415802221724238,1.1537315496301308,1.4181396086466491,-0.48658462665076113,0.9778120175954875,0.6845068780812089,-1.3583207677431708,-433.26823050717775,127.0,1.0,0.9215175053703469,-433.26823050717775,449.35506563804773,-0.28248025617733674,-0.3644728735110334,7.0,0.0,0.022158898705713265,0.022158898705713265
53,1,2.4223714927356723,0.8662768314777763,1.4199549774223195,-0.06842148643017566,0.7177478732878364,-2.103371288214181,4.9394083514231,1.649980105713326,1.2753850125223631,0.18773077842028957,0.6690238892241938,0.05938094810490039,-1.6484715095662457,-2.6426286663844976,1.6250518327591463,-1.12015892774375,-2.7988375369102183,-1.4524809064928401,-1.1295714294628392,0.6540677864329404,-1.8422156738020388,0.39353108560319555,3.5595932514159556,-1.0508082836605976,0.2868261631737663,1.219197972468724,0.8373020534119627,-0.9754425883742188,0.6342346089737417,0.6348305223184203,-1.8613098849950582,9.598372435821317e-6,1.1932733048345001,-436.86504856278265,255.0,1.0,0.8006159703007381,-436.86504856278265,454.9377698882179,0.06734786748097576,0.4539018261580736,8.0,0.0,0.022158898705713265,0.022158898705713265
54,1,1.3318827478256314,0.3862029209547066,0.24260491450863686,-0.4558793517024788,0.2716921305620294,-1.8318043194686064,5.219277998671344,2.6981444442433697,1.743011709450467,1.0182939009032104,-0.013198108067174247,0.8063816202267041,-1.6028877143833737,-2.91430563197581,1.775879756633852,-0.7569946045736309,-1.427717382032598,-1.3859070339466075,-1.1574155673621238,0.44541249742813993,-1.3627013539855797,1.9753552429702956,4.045004571016972,1.4456771659684222,0.5019105664369937,0.5632985456134637,1.5940390407642397,-1.1290936715814575,0.986811454799485,-0.40350950366465604,-0.7922514495047217,0.12770033263634012,0.5001931441015837,-438.2093454813428,127.0,1.0,0.6766227634689779,-438.2093454813428,456.13400628615045,0.4308042973009947,0.7816927650908383,7.0,0.0,0.022158898705713265,0.022158898705713265
55,1,0.4093020889854297,1.280228354427758,0.32293808265232427,-0.2644146909255348,-0.9806389274683196,-0.03841202793818364,5.285532947346341,1.7932934972185364,1.576350450966863,0.2579130285130166,0.04520516108043185,0.3057102977831305,-0.8224209231864874,-1.086172046859323,-0.31951380519455813,-1.4847149643312474,-3.139417789385387,-0.7833196792969956,-1.2169370673529742,-0.15357613314271834,0.6498514330830543,1.0814527402861882,4.371162447075736,-0.6139668576941517,-0.6085824117782109,1.1313471028505653,-0.662089473545837,0.31938239449658207,1.0016285622659438,0.4416546225507067,-0.019427347042801354,0.8230938001406607,0.699980665990181,-429.9429925172724,255.0,1.0,0.9878762230914303,-429.9429925172724,447.69376518821264,-0.012253505607191073,-0.49469643702093435,7.0,0.0,0.022158898705713265,0.022158898705713265
56,1,1.4137881984848315,0.8361981006484986,0.5661365089792267,0.5357639571596773,-0.011647677524584156,-0.14804489451869754,5.112262790435517,1.7958909195053778,0.7661314109462052,1.962668907988734,-0.7140339583015759,-0.45768167163049855,0.5025973692719021,-0.28540051953264467,-1.5324650091432312,0.6171246990817278,0.23732950299850425,-2.1466938953919494,-0.9924069158913387,-0.2118513535854954,-0.5997613086327269,-1.2638515188744996,4.1759226357603865,1.3397305546897944,0.8426024307178914,0.2726503482228694,0.2590144348302026,0.3434716498516434,0.7203951600789363,0.2834456818957755,-0.3514146489354197,-1.6116167984631182,-0.37783269908673245,-431.5591192456254,255.0,1.0,0.8521649044699572,-431.5591192456254,443.8428784310893,0.220043505395779,1.1040082499978894,8.0,0.0,0.022158898705713265,0.022158898705713265
57,1,1.0814698919882877,0.9832321856671697,1.344839467751393,0.7446976964069933,0.6635611542067434,0.3529040662696335,5.26303601918588,2.2131678258537724,1.8004047541003962,1.8629516315908403,-0.06269398283623094,-0.6037887726524994,0.930807257332745,-0.08347836406979191,-2.601384683560463,-0.8860131505303894,0.44095104851056816,-2.428160238118092,-0.4215193727013142,-0.14220646554646424,0.7967309391729854,-0.9533964472070677,3.978713490599041,1.1326709360538343,-0.28326660197916453,2.0531414005396558,0.4962300331196757,-0.8687613435389409,0.7337822866987537,1.37443364848495,-0.9476106597079046,-1.796219018813934,0.7208417195785578,-435.43272174771914,127.0,1.0,0.8661558340554634,-435.43272174771914,446.2996307069142,0.07165499101927253,0.7627336200545756,7.0,0.0,0.022158898705713265,0.022158898705713265
58,1,0.48898210578903495,0.07846631805097722,0.9329290606651024,-0.9752643305540423,0.6541139746885959,-0.5367825623759532,5.406680380081867,2.3914750981589705,1.7164401710493407,0.5144109288823109,0.26821301869599296,0.04434385820630711,-0.26522724057918506,-1.6020360610017972,-1.106555129240248,-1.9375629171745334,-0.5534691234781467,-1.408960635909827,-0.5168476697720752,-1.5746096203303597,0.23961974901537758,-0.11139678781638504,4.307091739578331,0.39993870956604655,0.47981853012568904,-0.3990077537726483,-0.4842961994377564,1.6169368320165132,1.0343577157671238,-1.4370300677130452,0.9863902328203334,1.6147611283355296,-1.163031793171459,-430.2057934725452,255.0,1.0,0.9857324177747169,-430.2057934725452,445.6946585364373,-0.18970059765416636,-0.660291042201834,8.0,0.0,0.022158898705713265,0.022158898705713265
