rt_vals[1],rt_vals[2],rt_vals[3],rt_vals[4],rt_vals[5],rt_vals[6],rt_vals[7],rt_vals[8],rt_vals[9],rt_vals[10],rt_vals[11]
1.2305522395141157,1.1741690035375363,1.0762921231220868,1.023572138205372,0.9342741014354498,0.9263742035670964,0.9278775061253742,0.8482122587070707,0.8189792119887104,0.8189913982074007,0.7785994556080923
1.0461003659913062,1.0974566962751358,1.1280315085853585,0.9700866650730147,0.962276646445542,0.9982606239086581,0.8736450512735149,0.8193867733522694,0.7535093879534422,0.777029993292996,0.8425500552422721
1.1487432801505648,1.1102381642826231,1.0021835482460737,0.9833012331555494,1.011236879736028,0.9812550655804197,0.9490736030990715,0.8444902911730171,0.8244373960885143,0.7681393741044692,0.7382247412370864
1.0771131159918494,1.0713862049726486,1.0971472112157217,1.0424880680393551,0.9567940693645222,0.887141318296534,0.9308951604437816,0.8226243778061327,0.8228099801788251,0.8177199607741161,0.8737393747608202
1.1046846215061277,1.107997555816444,1.0009329452487299,0.9286213075064957,0.9628258819725419,1.0043297085698868,0.9745881341763676,0.8546195249931524,0.7888838257887125,0.7402230650677093,0.7504178931279377
1.0666802096271573,1.1786395347104384,1.0652488801119153,0.9957467210698718,0.9929671793631254,0.9604195893801556,0.8931339318077849,0.7380831245653676,0.6957698185939355,0.7261965547520249,0.6936556607624766
1.0656610978799994,1.1792346562148934,1.071193840815502,1.0064332476806608,1.0095181736324854,0.9735770324365518,0.9069562017000388,0.7476852126297845,0.7058367399262465,0.7319960869849604,0.698189664580458
1.0830690793260982,1.1849485916508495,1.0764006550535195,0.9997143989367275,1.0036802502146138,0.9716139868966424,0.9071857148790843,0.7481766300509839,0.7013783111454328,0.7295092167162104,0.6986535915380411
1.025552762818957,1.1242511750438084,1.0645974764738613,0.9401836166697565,0.9229714262163521,0.9551030981515606,0.9758148931946378,0.8693974081977167,0.8126243170494328,0.8888875792004169,0.8576650369746079
1.0839174790122634,1.0499773361519922,1.0629477871857549,0.9966765793773106,0.9900229410069079,0.9651186137845015,0.8944078430760879,0.8874028262053789,0.8777414791800436,0.8253568522718163,0.8350847968006812
1.1821231885170786,1.0370723612584918,1.1024104512714692,1.0106113694867307,0.9573053802955874,0.9435786946886593,0.8846608867112727,0.8344855009227032,0.8223154055083324,0.757373110888032,0.776210786043126
1.1484344334637964,1.0512572595708298,1.0921902817414735,0.9684883452866241,0.9421909329499888,1.0090134864985465,0.8759958690927988,0.8586255084646418,0.8395723269391039,0.8142629272829797,0.8199733666356884
1.10756276710169,1.0525698060250284,1.0827513530592343,1.0315905474673228,0.9763620953080426,0.9698723486984274,0.8798834226885872,0.8293016218734363,0.8134951617495554,0.7539910507201661,0.6456649959861795
1.0492329756859202,1.1120629081686422,1.0998113653577606,1.0097030255627182,0.941373050720367,0.9619526056901747,0.8969865429901791,0.8311745921985259,0.8427252874778759,0.815375705118534,0.831017441360089
1.1843530454321263,1.0752265260550664,1.090392328376303,1.028439636882647,0.9871403635491515,0.9573898882429248,0.9029528297551226,0.8439112026902279,0.8113731678470526,0.8239911109193109,0.8302569574003826
1.0894392773319184,1.1384552525844513,1.0472714991179268,1.0073990245607924,1.0259963472369067,0.9259787376840868,0.8930833682094098,0.8468358369713277,0.823633766762698,0.8040759810062346,0.8208944970482966
1.0386658765671144,0.9976134138886732,1.0786181965353034,1.0216832625658858,1.0029105489864156,0.9781763383180815,0.8915768396980432,0.7986430298794602,0.7838351724071416,0.7371520810014954,0.6915784008818056
1.1076895319821676,1.1725449474916905,1.1239467643179895,1.0251420361132828,0.9670571984917462,0.9353412878227944,0.861076770608675,0.8526157555976901,0.8585743451245015,0.8314528749612862,0.8905967957681019
1.1316227982509084,1.1948572372851474,1.1291086222870896,0.9744966768418097,0.9608035213502921,0.9612315042999787,0.8803083900674141,0.7927169259306476,0.724565697738482,0.7386018265587039,0.7269886717673122
1.1342701427510624,1.1884015494299747,1.1166511544303144,0.9699945877400613,0.969407907698655,0.9846123682053997,0.8991081067162172,0.8133835896122502,0.7476608072030239,0.7689413767788176,0.7611345293230323
1.056231236649499,1.1255359447114062,1.102723692533107,1.0068913021591703,0.9575492925264307,0.9211749259885017,0.8654055550524424,0.8122113497163691,0.7875560117739613,0.8353046144845944,0.7694855690662846
1.0503292197918954,1.1060399847449867,1.0923711951956843,0.9999709457552923,0.9523330446659595,0.9216822866980425,0.8791817983635004,0.8248551231523036,0.7982927249643215,0.8516939116351456,0.7841931304734084
1.091443435846096,1.0610088496595649,1.015505182123282,0.941189184301522,0.9458046582207595,0.9286833054684008,0.8975443287478176,0.8317194031742641,0.7995442318387839,0.8089722654725525,0.8473733760058437
1.1594399386185965,1.1616667851053966,1.0734266454798325,0.9547195568320536,0.9441800058998279,0.9337155184872451,0.8871713461561028,0.8179241002904721,0.7701929180983524,0.7814675813070459,0.7763761229140758
1.1634102290617312,1.1460804924284202,1.060033566211264,0.9841818262596623,1.0044704711787853,0.9499727120941384,0.8994914914844524,0.8335155554122399,0.8237413212524627,0.7163283464925616,0.7096566115486038
1.1992872524480302,1.1624781420924652,1.1651942091379548,0.9604424880100817,0.9311626515559696,1.016579964123469,0.9229068801275823,0.8276872626206223,0.819931377605249,0.8603917212478193,0.816515895658473
1.1256154290538827,1.0906135774264107,1.133608558841257,0.9263163064539728,0.965215490028781,1.007833369646399,0.9145487814422659,0.8567782127925154,0.8228309200536842,0.8857205748044036,0.9443255897406718
1.0930718245600783,1.1173189908846777,1.0630260748177884,0.9911690011845067,0.9814258804729182,0.9079082747663011,0.9197423256335119,0.8881857736925974,0.8276220208263624,0.921296094408485,0.8696140325460255
1.0453805174321293,1.0669563200860848,1.008991698187143,1.0042677040395807,0.9988613133443099,0.9837515588528587,0.9257581991861109,0.8494869184435421,0.7699550662054994,0.7639718198366648,0.7644288093084435
1.2235430591697658,1.178173326277566,1.0753788017725807,0.9713988782891338,0.9456526530073538,0.9264606618418256,0.9192350094121019,0.8635247661764661,0.8456910441872563,0.7873418288829723,0.7527649239123039
1.2095673300185605,1.1250606191165655,1.0837432980641415,0.9874060913988008,1.0020583996613408,0.9769973014851059,0.9100128264108318,0.8189121375233236,0.7747951077580945,0.7963130974823793,0.862999183028248
