rt_vals[2],rt_vals[3],rt_vals[4],rt_vals[5],rt_vals[6],rt_vals[7],rt_vals[8],rt_vals[9],rt_vals[10],rt_vals[11]
1.0527477208511002,1.0764303540357518,1.058354687046797,0.9927186934626235,0.9550412846342928,0.8716757898307256,0.8194880453775426,0.8171949875652514,0.8043235400839254,0.7535134108944435
1.085005603988336,0.9879110628493776,0.9591562461760804,0.978876634041987,0.9426197730330549,0.8961606661256045,0.8305669902224894,0.8101500334523543,0.7978289844974268,0.6977581905408086
1.0506850699019323,1.0546375641187578,0.9754005506926265,0.9183703729845765,0.9350364836159601,0.9033372727074795,0.7981226067922378,0.7669483903841284,0.7607780009851857,0.7290983413877573
1.0131899819469807,1.006038276450766,0.9702758582976468,0.9368413968383926,0.9304997064556201,0.906156001419259,0.8117965990454973,0.799798102744862,0.7798102740211116,0.7922146839363601
1.1571338939001907,1.0551590514212796,1.053014205612747,0.9399812418691057,0.8816889664214951,0.8466644255171148,0.8619557064310105,0.8474559054890449,0.8493126063204458,0.842605276755263
1.0401251735302,1.0126974786643577,0.9791973391015438,0.9995159335550271,1.040201414245909,1.0068105988818727,0.7934123674863959,0.7496857907502251,0.671385272458286,0.6458359653275327
1.203995376891524,1.161513270068387,1.012903692939576,0.9261115450651873,0.8681948036701352,0.8585289388584203,0.9167442217060746,0.8346451367907025,0.8252663133619127,0.8765732661129167
1.145183197265572,1.1583457054779203,1.027401498564474,0.9388868606221963,0.8839096915472369,0.8552070427631081,0.8885174068960736,0.8101997659947859,0.7747409167539006,0.8020051524367492
1.0490448147009068,1.022331919712696,1.000208258263514,0.974139271209894,0.9510126886025652,0.8799397977999868,0.8375643838843595,0.7776422455013519,0.7019655809302843,0.7004104486082079
1.1011412497964037,1.0558888316360615,0.9911707284460298,0.9442744735011176,0.9334442097524182,0.9184782137315812,0.8612494430821337,0.7702259208988195,0.714773646072284,0.728594074362027
1.1036179340526655,1.123700095846314,1.0389173680289823,0.9687088932509796,0.9069777321996882,0.8769983612441686,0.8813639278538211,0.8003739858821104,0.7798924831270645,0.7683077822246166
1.0856435271565987,1.0893777904835216,1.0237022425538194,0.9581189179609111,0.9470510083902602,0.8842215350410577,0.8811009576842112,0.7859462727736005,0.778423071086406,0.7089005490510529
1.1210694425742012,1.0389600871280105,0.9699522077373237,0.9665454305776925,0.9177424068489709,0.8947048958810199,0.8069230828911519,0.8492103975429198,0.8571761246616384,0.9413639033488377
1.1360117217942958,1.0376103659370723,0.9988547834386249,0.9953521506250276,0.9381442496355354,0.8983862546824517,0.841463128608811,0.929050698038945,0.9733367352795727,1.0465312025558569
1.0700836876769917,1.0689907325519843,0.9764725362728632,0.9535123319131713,0.9491902148674302,0.9615894996807607,0.8455151641267981,0.7803520217968941,0.7405928004623724,0.7052929840942471
1.1478572094067432,1.0373899607750863,1.047534203858481,0.996089017975443,0.9390668454850031,0.835953870981993,0.8475703606940866,0.8754752193525384,0.9339254554793274,1.0237955088002855
1.1151866372531452,1.0470594533690245,0.9678548108998348,0.9715637171739001,0.9255319120455517,0.9099479250229476,0.8245265552767037,0.7780468519847804,0.7113639082956035,0.7304916925293606
1.102273297849259,1.1018142465909595,1.010252562716221,0.9810461058817362,0.8773577524122733,0.9286824143143932,0.821681455735647,0.8344281256629968,0.828136804354623,0.851060441479077
