iteration,chain,E_init_non_centered,I_init_non_centered,H_init_non_centered,gamma_non_centered,nu_non_centered,epsilon_non_centered,rho_gene_non_centered,sigma_ww_non_centered,sigma_hosp_non_centered,Rt_params_non_centered[1],Rt_params_non_centered[2],Rt_params_non_centered[3],Rt_params_non_centered[4],Rt_params_non_centered[5],Rt_params_non_centered[6],Rt_params_non_centered[7],Rt_params_non_centered[8],Rt_params_non_centered[9],Rt_params_non_centered[10],Rt_params_non_centered[11],Rt_params_non_centered[12],w_params_non_centered[1],w_params_non_centered[2],w_params_non_centered[3],w_params_non_centered[4],w_params_non_centered[5],w_params_non_centered[6],w_params_non_centered[7],w_params_non_centered[8],w_params_non_centered[9],w_params_non_centered[10],w_params_non_centered[11],w_params_non_centered[12],lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
126,1,2.349758878695789,0.1848409133095493,1.4338032990058445,0.29073896380459824,0.16535858856235605,-2.288650579757885,4.791274254943018,2.6431108045920055,1.7754803635791483,0.4801700989152647,1.1215286403551545,-0.8557979828558872,-1.5881409861948712,-0.9163929222938797,-1.665601689765655,-0.15494094169026246,0.029585860151853546,-1.6379547579067495,-0.639940375069214,0.00027149964063031065,-0.9228436652469749,-0.1761007871062797,5.123570323951623,1.6839654834653828,1.173793240112239,0.3658440264315469,0.9165256682070692,1.218303836653914,0.08234210699081233,2.655371788482278,-1.1890049377360865,0.6677218855310145,0.4282534508564628,-436.77307183649464,255.0,1.0,0.5471097934403191,-436.77307183649464,449.4958461420952,0.3867562599002099,1.978504079468621,8.0,0.0,0.02312102378843989,0.02312102378843989
127,1,2.821972185009422,2.508144824683466,0.8013813513023271,0.5959858117691126,-1.2342783252718765,0.3438620878574328,4.654282237256653,1.8375166668693568,2.055238616854262,1.7411515692497492,-0.5024086657416938,0.6795493300182801,0.3896231619154023,-2.1388328398095466,-0.11461582608498339,0.5205491907478831,-1.890645447448331,-0.9091354069715124,-1.1884184216542235,0.43582999385031956,1.1478573247239503,0.16643926651694993,5.6046351684121225,-1.1547284790034833,-0.8808745802788465,-0.3923666655126875,0.059014281120603994,0.5320181727370051,0.010515980877814593,0.25332498235789414,2.210127254349971,-0.32105557631582593,0.7807763077991441,-435.5999107115176,255.0,1.0,0.9400274788772409,-435.5999107115176,454.5739872275046,-0.2766540741003496,0.2852296154634928,8.0,0.0,0.02312102378843989,0.02312102378843989
128,1,2.0693003723676466,0.692135214792389,0.8700865188215392,-0.39583791128662665,2.0843406408732483,-2.0225499123396924,4.955082456232302,2.84953696414293,1.5673835732312134,0.6645760227311543,0.4335836516061455,-0.5995659189020428,-1.8006570867620206,-0.3344959570198978,0.49264478591395405,-0.5292772369504829,-0.5864133625668728,-2.0531826259318597,-0.4226195318533154,-1.2438352581381789,-0.6985538949605989,-0.2763220910553998,5.3012415897459455,1.8750769843892732,1.876972890378758,1.4014110545605323,0.11094974315050478,-0.4233551079903321,0.699456510498841,0.6614121611330822,-2.3720439573068264,0.3722895587561608,-0.5036224815991114,-437.94977949919416,255.0,1.0,0.9986286259278618,-437.94977949919416,455.50522803581316,-0.07432598210948527,-0.18763102644362561,7.0,0.0,0.02312102378843989,0.02312102378843989
129,1,3.361031015955624,0.6787026919935869,1.4530682410232258,-0.8842840261285091,-1.00304841139646,0.1355974746717731,4.7267360025888285,3.870010315710065,2.799983565449538,0.20160864061425016,-0.2102575836911864,-0.10284618359041518,0.4583730464830115,-0.9858696720851988,-1.65479588249583,-1.4581466398562162,0.9287512440940283,-2.3853681884288997,0.00435216048533222,-0.11971225398631884,1.2783147517159623,-0.6065723484108156,5.540229585198263,-0.6968590130647129,0.4199120930028513,0.5345038661268622,-0.13675077247168124,0.19189999363792146,-1.014642923027104,0.34665520731089916,1.69780497054547,0.06718566823267548,-0.5147574471198664,-442.4016148257133,255.0,1.0,0.7557254358619233,-442.4016148257133,456.5363567582718,0.28569109843874685,0.6664482295077505,7.0,0.0,0.02312102378843989,0.02312102378843989
130,1,3.2466482825527923,0.7461956519237746,0.8132094878477689,0.8702846121521227,2.1851681448336535,0.6823364634165755,4.4921874981136956,2.1577246511791492,0.23583603569262807,0.42562958784280536,0.04249704026396724,0.05523798612026271,-1.8745667978043488,-1.3832426326972802,0.6672384199053064,0.7784981896429154,-0.5545141304789227,-2.4231047684579434,-1.476407256720181,-1.1744416427962983,0.2523232977904356,-1.8733779554713081,5.4664176344869215,-0.19266897538176767,-0.5861577011456808,1.9039034850382461,0.3887814116590423,-0.29724939209728796,1.102990314668778,0.1844449551158644,-0.6281529153928864,0.2944592929113064,-0.947025084680116,-447.69917567562436,127.0,1.0,0.7862362743888051,-447.69917567562436,460.0085033927198,0.4801511123507112,0.5592040326105803,7.0,0.0,0.02312102378843989,0.02312102378843989
131,1,1.7299750148054558,1.7737797439174714,0.9310655146984135,1.2513615279305321,1.5809379286751564,-0.9005859254028468,4.953136840364728,2.1337694108539424,1.7823901440002705,0.9356089087005958,-0.30758962221894104,1.6626080790342292,-1.684975423225662,-1.1239148902472207,-0.046563825450085174,-0.5551601368941239,-1.209917415654163,-3.1763097708789663,-0.983435648317105,0.7129840614861888,-0.7636772918279046,-1.4907991989254619,5.469191319693373,-0.7975274989438621,0.6876343409166259,1.7520896403544133,1.0590278327749416,-0.29781541222242286,2.4226677293339693,1.0753623329224478,0.8745254191296298,0.9517893503683564,-0.3260064907104154,-444.74897837990477,127.0,1.0,0.8985769788088861,-444.74897837990477,468.664934521049,-0.6402099072047918,-0.6851295645146251,7.0,0.0,0.02312102378843989,0.02312102378843989
132,1,1.7175005124471796,1.7180957223343307,0.9010961939294653,1.3670847350982942,1.627348979437397,-0.8805270190903525,4.891146893075837,2.1040085171885803,1.757042038576241,0.9536284911347096,-0.31714824044918793,1.680870752399144,-1.5949201855962842,-1.0350617365232122,0.05079808535278439,-0.6016974608692726,-1.176503270277268,-3.205249450946826,-0.9560054826879683,0.6040164314065054,-0.7848198806848948,-1.443633227121864,5.374366964818249,-0.7661085168628318,0.6842586352121366,1.834932200307917,1.0450330384553166,-0.3871502943618735,2.3284138624640427,0.9904000573226178,0.8378531360243152,0.9635873777763952,-0.2184658729105734,-442.8905617826041,255.0,1.0,0.9911921646818466,-442.8905617826041,472.77650329857795,-0.08033623856306349,-0.37957498721618776,7.0,0.0,0.02312102378843989,0.02312102378843989
133,1,1.8233707125895342,1.6426893746185587,1.0475999816711108,1.4461210052367108,1.3114323870823046,-0.9071218915915534,4.775244788320882,2.0221989557749276,1.9063083958863005,0.8685965341579036,-0.15511428661672577,1.5177522748897827,-1.6220189650282393,-1.2477622803968818,0.06684033019337243,-0.5481795340226191,-1.158335670021644,-3.253404617483536,-1.0904722868345043,0.6638994082697038,-0.7296125964531943,-1.3557299361874897,5.3611770590004575,-0.959623502434764,0.6317922077725643,1.8812721256133564,0.8850406123492368,-0.33555602752559566,2.1716879630810566,1.0050640855663837,0.696405308317436,1.0196287929472798,-0.25900181951011425,-441.1824101448529,127.0,1.0,0.8696945812356032,-441.1824101448529,459.16078879572126,0.0040513486910640495,0.312090982276402,7.0,0.0,0.02312102378843989,0.02312102378843989
134,1,3.090772012335172,0.6669666368733067,0.9954571731223495,0.13534969508533623,1.2196508241848103,-0.5225439881267457,4.8605684653502435,2.8320131692815202,1.388296834195055,1.1696211928558136,-0.7007843177460367,1.4606230740564574,-0.866663759458551,-1.9755212332975738,-0.2937114905533281,0.5439817348538527,0.3410295428962513,-1.8355671656171288,-1.0734884632229877,1.4259125681290374,-0.5684002929157347,-0.946266691132909,5.395269571433512,-0.9134914887588836,0.22429765939661533,1.525874651631171,0.02944628051998061,-0.8819424562887808,1.5681160937339593,0.7865774459526792,0.9112488196672492,2.0343749857409814,-0.13540830780795396,-443.21383851704155,127.0,1.0,0.4972622371849917,-443.21383851704155,457.24351377748854,0.5194571887083157,2.080002967772373,7.0,0.0,0.02312102378843989,0.02312102378843989
135,1,2.4002780151802456,1.58511243040137,0.1559261552717378,0.06566652805481324,-0.4439090941149785,-0.3949763011689181,4.725189817214403,1.3987798161246017,1.975571325836651,-1.3455078129838982,-0.14728406057080512,-0.836296056902539,0.32274475393261404,-1.6922696849128072,-0.1760805535614901,-0.6697347954903079,-2.000209264386225,-0.20669626691576087,-0.2877693712293203,-1.617647579272017,0.3080244573912717,0.306082235749165,5.744256477752158,0.7389760742892427,0.6545466893226727,-0.13934722091088364,-0.5137272150845308,1.1492691077642805,-0.454012620432113,-0.06673738940066246,-1.6151060244194184,-2.565001703288003,0.9137060570456571,-439.6695325990763,255.0,1.0,0.9489671745718345,-439.6695325990763,456.1092468943564,-0.27159876487041856,-0.9235393150523237,7.0,0.0,0.02312102378843989,0.02312102378843989
